Code,Updated name,E1,E2,E3,P,Total reports,FES,References
1,Abortiporus biennis,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
2,Afroboletus costatisporus,2,0,1,0,3,E1,"(Piearce, 1981; Rammeloo & Walleyn, 1993; Thoen & Ba, 1989)"
3,Afroboletus luteolus,4,0,0,0,4,E1,"(Buyck, 1994b; Härkönen, Niemelä, & Mwasumbi, 2003; Rammeloo & Walleyn, 1993; Uaciquete, Dai, & Motta, 1996)"
4,Afrocantharellus platyphyllus,5,0,0,0,5,E1,"(Buyck, 1994b; De-Kesel, Codjia, & Yorou, 2002; Degreef, Malaisse, Rammeloo, & Baudart, 1997; Härkönen, Saarimäki, & Mwasumbi, 1994a)"
5,Afrocantharellus splendens,1,0,0,0,1,E1,"(Buyck, 1994b)"
6,Afrocantharellus symoensii,5,0,0,0,5,E1,"(Boa, Ngulube, Meke, & Munthali, 2000; Buyck, 1994b; Degreef, Malaisse, Rammeloo, & Baudart, 1997; Härkönen, Saarimäki, & Mwasumbi, 1994a; Uaciquete, Dai, & Motta, 1996)"
7,Afrocastellanoa ivoryana,1,0,0,0,1,E1,"(De-Kesel, Codjia, & Yorou, 2002)"
8,Agaricus abruptibulbus,2,0,0,1,3,E2,"(Pelkonen, Alfthan, & Järvinen, 2006; Wu et al., 2019)"
9,Agaricus albolutescens,1,0,0,0,1,E1,"(Arora, 1991)"
10,Agaricus altipes,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
11,Agaricus amboensis,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
12,Agaricus amicosus,0,0,1,0,1,E3,"(Arora, 1991)"
13,Agaricus argentinus,0,0,1,0,1,E3,"(Putzke, 2014)"
14,Agaricus argyropotamicus,4,0,0,0,4,E1,"(Garza-Ocañas, 2019; Mao, 2000; Putzke, 2014; Wu, et al., 2019)"
15,Agaricus arvensis,27,0,2,1,30,E2,"(Arora, 1991; Barros et al., 2007; Cooke, 1891; Dai, Yang, Cui, Yu, & Zhou, 2009; Denchev, 2002; Diamandis, 2002; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Härkönen, Niemelä, & Mwasumbi, 2003; Hobbs, 1995; Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Lincoff & Mitchel, 1977; Locsmándi-Vasas, 1995; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Phongeun, Somsanith, & Thaviphone, 2017; Sergeeva, 2000; Villarreal & Perez-Moreno, 1989a; Vishwakarma, Bhatt, & Joshi, 2012; Zerova & Rozhenko, 1988; Zervakis, 2003)"
16,Agaricus augustus,15,0,0,0,15,E1,"(Arora, 1991; Das, 2009; Gardezi, 1993; Gennari, 2000; Gerhardt, 1994; Laessoe & del-Conte, 1996; Legg, 1991; Locsmándi-Vasas, 1995; Mao, 2000; Villarreal & Perez-Moreno, 1989a; Vishwakarma, Bhatt, & Joshi, 2012; Wu, et al., 2019)"
17,Agaricus balchaschensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
18,Agaricus benesii,5,0,0,0,5,E1,"(Mao, 2000; MycoWeb, 2020; Wu, et al., 2019)"
19,Agaricus bernardii,4,0,0,0,4,E1,"(Arora, 1991; Gennari, 2000; MycoWeb, 2020; Wu, et al., 2019)"
20,Agaricus bingensis,2,0,0,0,2,E1,"(Härkönen, Niemelä, & Mwasumbi, 2003; Rammeloo & Walleyn, 1993)"
21,Agaricus bisporus,20,0,1,0,21,E1,"(Afyon, 1997; Denchev, 2002; Doyungan, 1990; Gennari, 2000; Gerhardt, 2001; Hobbs, 1995; Hongo & Izawa, 1994; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; MycoWeb, 2020; Nanaguylan, 2002; Villarreal & Perez-Moreno, 1989a; Walter, 2001; Wu, et al., 2019; Yilmaz, Oder, & Isiloglu, 1997; Yorou, De-Kesel, Sinsin, & Codjia, 2002; Zerova & Rozhenko, 1988)"
22,Agaricus bitorquis,22,0,1,0,23,E1,"(Adhikari, 1999; Apshahana & Sharma, 2018; Arora, 1991; Boa, 2004; Demirbas, 2000; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; MycoWeb, 2020; Sergeeva, 2000; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Yongabi, Agho, & Martínez-Carrera, 2004; Zerova & Rozhenko, 1988)"
23,Agaricus blazei,3,0,0,0,3,E1,"(Huang, 1994; Mao, 2000; Wu, et al., 2019)"
24,Agaricus bohusii,1,0,0,0,1,E1,"(Cooke, 1891)"
25,Agaricus bresadolanus,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
26,Agaricus bulbillosus,1,0,0,0,1,E1,"(De-Kesel, Codjia, & Yorou, 2002)"
27,Agaricus campestris,48,0,2,0,50,E1,"(Adhikari, 1999; Afyon, 1997; Arora, 1991; Cooke, 1891; Dai, et al., 2009; Demirel, Kaya, & Uzun, 2003; Denchev, 2002; Diamandis, 2002; Flores, 2002; Gamiet, 2003; Gardezi, 1993; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hobbs, 1995; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Martins, 2004; Mendoza, 1938; Ministry of Forestry, 2020; Nanaguylan, 2002; Purkayastha & Chandra, 1985; Rammeloo & Walleyn, 1993; Sabra & Walter, 2001; Salam & Jamir, 2018; Secretariat of Environment and Natural Resources, 2020; Sergeeva, 2000; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Vishwakarma, Bhatt, & Joshi, 2012; Yilmaz, Oder, & Isiloglu, 1997; Yongabi, Agho, & Martínez-Carrera, 2004; Zakhary, Abo-Bakr, El-Mahdy, & El-Tabery, 1983)"
28,Agaricus cappellianus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
29,Agaricus comtulus,6,0,0,0,6,E1,"(Wu et al., 2019; Chang & Mao 1995; Mao, 2000; Doyungan 1990; Mendoza 1938)"
30,Agaricus croceolutescens,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
31,Agaricus crocodilinus,1,0,0,0,1,E1,"(Arora, 1991)"
32,Agaricus crocopeplus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
33,Agaricus cupreobrunneus,3,0,0,0,3,E1,"(Arora, 1991; Gennari, 2000; MycoWeb, 2020)"
34,Agaricus depauperatus,1,0,0,0,1,E1,"(Ruan-Soto, et al., 2013)"
35,Agaricus desjardinii,1,0,0,0,1,E1,"(Wu, et al., 2019)"
36,Agaricus devoniensis,2,0,1,0,3,E1,"(Gennari, 2000; Mao, 2000; Wu, et al., 2019)"
37,Agaricus diminutivus,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
38,Agaricus dulcidulus,4,0,1,0,5,E1,"(Mao, 2000; Seok, Jin, Kwon, Kim, & Kim, 2013; Wu, et al., 2019)"
39,Agaricus edulis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
40,Agaricus endoxanthus,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
41,Agaricus erythrotrichus,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
42,Agaricus fuscofibrillosus,2,0,0,0,2,E1,"(MykoWeb, 2020; Secretariat of Environment and Natural Resources, 2020)"
43,Agaricus fuscovelatus,1,0,0,0,1,E1,"(MycoWeb, 2020)"
44,Agaricus gennadii,2,0,0,0,2,E1,"(Wu, et al., 2019; Zang, 1988)"
45,Agaricus goossensiae,5,0,0,0,5,E1,"(De-Kesel, Codjia, & Yorou, 2002; Rammeloo & Walleyn, 1993)"
46,Agaricus guizhouensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
47,Agaricus halophilus,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
48,Agaricus impudicus,2,0,0,0,2,E1,"(Secretariat of Environment and Natural Resources, 2020; Seok, Jin, Kwon, Kim, & Kim, 2013)"
49,Agaricus langei,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
50,Agaricus lanipes,3,0,0,0,3,E1,"(Gerhardt, 1994; Gerhardt, 2001; Wu, et al., 2019)"
51,Agaricus lilaceps,2,0,0,0,2,E1,"(Arora, 1991; MycoWeb, 2020)"
52,Agaricus litoralis,3,0,0,0,3,E1,"(Gerhardt, 2001; Mao, 2000; Wu, et al., 2019)"
53,Agaricus luzonensis,3,0,0,0,3,E1,"(Doyungan, 1990)"
54,Agaricus macrocarpus,1,0,0,0,1,E1,"(Zervakis, 2003)"
55,Agaricus martineziensis,0,0,1,0,1,E3,"(Putzke, 2014)"
56,Agaricus meijeri,1,0,0,0,1,E1,"(Meijer, Amazonas, Rubio, & Curial, 2007)"
57,Agaricus merrillii,1,0,0,0,1,E1,"(Mendoza, 1938)"
58,Agaricus micromegethus,4,0,0,0,4,E1,"(Mao, 2000; Vishwakarma, Bhatt, & Joshi, 2012; Wu, et al., 2019)"
59,Agaricus moelleri,1,0,0,0,1,E1,"(Garibay-Origel & Ruan-Soto, 2014)"
60,Agaricus osecanus,5,0,0,0,5,E1,"(Arora, 1991; Wu, et al., 2019)"
61,Agaricus padanus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
62,Agaricus pampeanus,3,0,0,0,3,E1,"(Gamboa-Trujillo, et al., 2019; Singer, 1953; Timm, 2018)"
63,Agaricus pattersoniae,1,0,0,0,1,E1,"(MycoWeb, 2020)"
64,Agaricus perfuscus,3,0,0,0,3,E1,"(Doyungan, 1990)"
65,Agaricus perobscurus,2,0,0,0,2,E1,"(Arora, 1991; MycoWeb, 2020)"
66,Agaricus phaeolepidotus,0,0,1,1,2,P,"(Gennari, 2000; Gerhardt, 2001)"
67,Agaricus pilatianus,2,0,0,2,4,U,"(de Oliveira, 2009; Mao, 2000; Wu, et al., 2019)"
68,Agaricus placomyces,4,0,3,0,7,E1,"(Gardezi, 1993; Mao, 2000; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
69,Agaricus porphyrizon,1,0,0,0,1,E1,"(Laessoe & del-Conte, 1996)"
70,Agaricus praerimosus,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
71,Agaricus qilianensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
72,Agaricus rubribrunnescens,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
73,Agaricus rusiophyllus,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
74,Agaricus semotus,3,0,2,1,6,E1,"(Basumatary & Gogoi, 2016; Mao, 2000; Seok, Jin, Kwon, Kim, & Kim, 2013; Walleyn & Rammeloo, 1994; Wu, et al., 2019)"
75,Agaricus sinodeliciosus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
76,Agaricus sinotetrasporus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
77,Agaricus smithii,1,0,0,0,1,E1,"(Arora, 1991)"
78,Agaricus subedulis,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
79,Agaricus subfloccosus,1,0,0,0,1,E1,"(Gerhardt, 2001)"
80,Agaricus subperonatus,4,0,0,0,4,E1,"(Ertuğ, 2000; Gerhardt, 2001; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a)"
81,Agaricus subrufescens,7,0,0,0,7,E1,"(Adhikari, 1999; Arora, 1991; Kerrigan, 2005; Mao, 2000; Thongklang, et al., 2017; Wasser, 2002; Wu, et al., 2019)"
82,Agaricus subrutilescens,5,2,0,0,7,E2,"(Arora, 1991; Hongo & Izawa, 1994; Mao, 2000; MycoWeb, 2020; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019)"
83,Agaricus sylvaticus,23,0,2,0,25,E1,"(Chang & Mao 1995; Cooke 1891; Denchev 2002; Gardezi 1993; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Iordanov, et al. 1979; Laessoe & Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Martins, 2004; Nanaguylan, 2002; Sáenz, Lizano, & Nassar, 1983; Seok, Jin, Kwon, Kim, & Kim, 2013; Sergeeva 2000; Reudillh 2004; Tedder, Mitchell, & Farran, 2000; Varghese, Pradeep, & Vrinda, 2010; Vasil’eva 1978; Villarreal & Pérez-Moreno, 1989a; Zerova & Rozhenko, 1988; Wu et al., 2019)"
84,Agaricus sylvicola,24,0,2,1,27,E2,"(Adhikari 1999; Arora 1991; Bouriquet 1970; Chang & Mao 1995; Carvalho et al., 2014; Chang & Hayes, 1978; Demirbas 2000; Denchev 2002; Gardezi 1993; Gennari, 2000; Gerhardt, 2001; Hongo & Izawa, 1994; Laessoe & Conte, 1996; Lincoff & Mitchel 1977; Locsmándi-Vasas, 1995; Mao, 2000; Park & Lee, 2011; Podgornik 2005; Vishwakarma, Bhatt, & Joshi, 2012; Vasil’eva 1978; Villarreal & Pérez-Moreno, 1989a; Wu et al., 2019)"
85,Agaricus urinascens,3,0,0,0,3,E1,"(Arora, 1991; Wu, et al., 2019)"
86,Agaricus vaporarius,2,0,0,0,2,E1,"(Arora, 1991; De-Kesel, Codjia, & Yorou, 2002; Degreef, Malaisse, Rammeloo, & Baudart, 1997; Mao, 2000)"
87,Agaricus volvatulus,2,0,0,0,2,E1,"(Arora, 1991; Mao, 2000)"
88,Agrocybe arvalis,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
89,Agrocybe broadwayi,1,0,0,0,1,E1,"(Oso, 1975)"
90,Agrocybe dura,4,0,0,0,4,E1,"(Chang & Mao, 1995; Gerhardt, 2001; Mao, 2000; Wu, et al., 2019)"
91,Agrocybe farinacea,4,0,0,0,4,E1,"(Chang & Mao, 1995; Mao, 2000; Seok, Jin, Kwon, Kim, & Kim, 2013; Wu, et al., 2019)"
92,Agrocybe howeana,1,0,0,0,1,E1,"(De-Kesel, 2002)"
93,Agrocybe paludosa,2,0,0,0,2,E1,"(Chang & Mao, 1995; Mao, 2000)"
94,Agrocybe pediades,4,0,1,0,5,E1,"(Boa, 2004; Chang & Mao, 1995; Hongo & Izawa, 1994; Wu, et al., 2019)"
95,Agrocybe perfecta,0,0,1,0,1,E3,"(Bononi, Capelari, Maziero, & Trufem, 1995)"
96,Agrocybe praecox,10,0,1,0,11,E1,"(Chang & Mao, 1995; Cooke, 1891; Ertuğ, 2000; Gennari, 2000; Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Wu, et al., 2019)"
97,Agrocybe vervacti,1,0,0,0,1,E1,"(Zamora-Martinez, Reygadas, & Cifuentes, 1994)"
98,Albatrellopsis flettii,2,0,0,0,2,E1,"(Arora, 1991)"
99,Albatrellus confluens,8,1,1,0,10,E2,"(Denchev, 2002; Gerhardt, 2001; Hall, Lyon, Wang, & Sinclair, 1998; Hobbs, 1995; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Purkayastha & Chandra, 1985; Wang & Liu, 2002; Yamada, 2002)"
100,Albatrellus ellisii,3,0,0,0,3,E1,"(Mao, 2000; Wang & Liu, 2002; Wu, et al., 2019)"
101,Albatrellus fumosus,1,0,0,0,1,E1,"(Wu et al., 2019)"
102,Albatrellus ovinus,6,0,3,0,9,E1,"(Gerhardt, 2001; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Secretariat of Environment and Natural Resources, 2020; Yamada, 2002)"
103,Albatrellus piceiphilus,1,0,0,0,1,E1,"(Wu et al., 2019)"
104,Albatrellus subrubescens,1,0,0,0,1,E1,"(Garibay-Orijel & Ruan-Soto, 2014)"
105,Albatrellus tianschanicus,1,0,0,0,1,E1,"(Wu et al., 2019)"
106,Albatrellus tibetanus,1,0,0,0,1,E1,"(Wu et al., 2019)"
107,Albatrellus zhuangii,1,0,0,0,1,E1,"(Wu et al., 2019)"
108,Alessioporus ichnusanus,1,0,0,0,1,E1,"(Gennari, 2000)"
109,Aleuria aurantia,10,1,3,0,14,E2,"(Arora, 1991; Gerhardt, 2001; Hongo & Izawa, 1994; Mao, 2000; Purkayastha & Chandra, 1985; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019)"
110,Aleurodiscus amorphus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
111,Aleurodiscus vitellinus,1,0,0,0,1,E1,"(Toledo, Barroetaveña, & Rajchenberg, 2016)"
112,Alloclavaria purpurea,6,0,0,0,6,E1,"(Arora, 1991; Hongo & Izawa, 1994; Mao, 2000; Park & Lee, 2011; Vasil'eva, 1978; Wu, et al., 2019; Yamada, 2002)"
113,Amanita alboflavescens,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
114,Amanita argentea,1,0,1,0,2,E1,"(Ertuğ, 2000; Iordanov, Vanev, & Fakirova, 1978)"
115,Amanita arkansana,1,0,0,0,1,E1,"(Garibay-Orijel & Ruan-Soto, 2014)"
116,Amanita aurea,2,0,0,0,2,E1,"(Boa, Ngulube, Meke, & Munthali, 2000; Degreef, Malaisse, Rammeloo, & Baudart, 1997)"
117,Amanita baccata,1,0,0,1,2,U,"(Gerhardt, 2001; Walleyn & Rammeloo, 1994)"
118,Amanita basii,1,0,0,0,1,E1,"(Montoya, et al., 2019)"
119,Amanita battarrae,1,1,1,0,3,E2,"(Gerhardt, 2001; Iordanov, Vanev, & Fakirova, 1978; Mao, 2000)"
120,Amanita bingensis,2,0,0,1,3,U,"(Hall, Lyon, Wang, & Buchanan, 2007; Rammeloo & Walleyn, 1993; Walleyn & Rammeloo, 1994)"
121,Amanita caesarea,23,0,2,0,25,E1,"(Ahmad, Iqbal, & Khalid, 1997; Arora, 1991; Das, 2009; Denchev, 2002; Diamandis, 2002; Flores, 2002; Gennari, 2000; Iordanov, Vanev, & Fakirova, 1978; Locsmándi-Vasas, 1995; Mao, 2000; Martins, 2004; Ministry of Forestry, 2020; Saenz, Lizano, & Nassar, 1983; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a)"
122,Amanita caesarea f.sp. americana,1,0,0,0,1,E1,"(Villarreal & Perez-Moreno, 1989a)"
123,Amanita caesareoides,3,0,0,0,3,E1,"(Endo, et al., 2016; Vasil'eva, 1978)"
124,Amanita calyptrata,1,0,0,0,1,E1,"(MycoWeb, 2020)"
125,Amanita calyptratoides,1,0,0,0,1,E1,"(Villarreal & Perez-Moreno, 1989a)"
126,Amanita calyptroderma,4,0,0,0,4,E1,"(Arora, 1991; Flores, 2002; Villarreal & Perez-Moreno, 1989a; Zamora-Martinez, Reygadas, & Cifuentes, 1994)"
127,Amanita caojizong,1,0,0,0,1,E1,"(Wu et al., 2019)"
128,Amanita castanopsidis,0,0,1,2,3,P,"(Hongo & Izawa 1994; Kim et al., 2017; Mao, 2000)"
129,Amanita ceciliae,8,1,1,0,10,E2,"(Ahmad, Iqbal, & Khalid, 1997; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Mao, 2000; Sáenz, Lizano, & Nassar, 1983; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a; Yamada, 2002)"
130,Amanita chatamagotake,1,0,0,0,1,E1,"(Endo, et al., 2016)"
131,Amanita cheelii,1,0,0,0,1,E1,"(Garibay-Orijel & Ruan-Soto, 2014)"
132,Amanita chepangiana,4,0,0,0,4,E1,"(Adhikari & Durrieu, 1996; Mao, 2000; Semwal, Stephenson, Bhatt, & Bhatt, 2014; Wu, et al., 2019)"
133,Amanita cinnamomescens,1,0,0,0,1,E1,"(Tulloss, Iqbal, Khalid, Bhatt, & Bhat, 2001)"
134,Amanita citrina,1,0,2,8,11,P,"(Brvar, Možina, & Bunc, 2006; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Martins, 2004; Sáenz, Lizano, & Nassar, 1983; Sergeeva, 2000; Walleyn & Rammeloo, 1994; Zerova & Rozhenko, 1988)"
135,Amanita constricta,1,0,0,0,1,E1,"(MycoWeb, 2020)"
136,Amanita craseoderma,1,0,0,0,1,E1,"(De-Kesel, Codjia, & Yorou, 2002)"
137,Amanita crassiconus,1,0,1,0,2,E1,"(De-Kesel, Codjia, & Yorou, 2002; Thoen & Ba, 1989)"
138,Amanita crocea,7,1,0,0,8,E2,"(Gennari, 2000; Gerhardt, 2001; Laessoe & del-Conte, 1996; Secretariat of Environment and Natural Resources, 2020; Seok, Jin, Kwon, Kim, & Kim, 2013; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a)"
139,Amanita curtipes,1,0,0,0,1,E1,"(Martins, 2004)"
140,Amanita diemii,1,0,0,0,1,E1,"(Furci, 2018)"
141,Amanita echinocephala,0,1,0,5,6,U,"(Beaumier et al., 2019; Kirchmair et al., 2012; Liu & Yang, 1982; Locsmándi-Vasas, 1995; Mao, 2000; Zang, 1984)"
142,Amanita eijii,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
143,Amanita esculenta,4,0,0,0,4,E1,"(Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019; Yamada, 2002)"
144,Amanita excelsa,4,2,2,3,11,E2,"(Chang & Mao, 1995; Gerhardt, 1994; Gerhardt, 2001; Hall, Lyon, Wang, & Sinclair, 1998; Hongo & Izawa, 1994; Laessoe & del-Conte, 1996; Mao, 2000; Martins, 2004; Vidal, 1959; Walleyn & Rammeloo, 1994; Zerova & Rozhenko, 1988)"
145,Amanita flammeola,2,0,0,0,2,E1,"(Pegler & Piearce, 1980; Rammeloo & Walleyn, 1993)"
146,Amanita flavipes,0,0,1,1,2,P,"(Hongo & Izawa, 1994; Vasil'eva, 1978)"
147,Amanita flavivolva,1,0,0,0,1,E1,"(Secretariat of Environment and Natural Resources, 2020)"
148,Amanita flavoconia,1,0,0,4,5,U,"(Aroche, et al., 1984; Mao, 1991; Mao, 2000; Secretariat of Environment and Natural Resources, 2020; Vargas, Bernal, Sarria, Franco-Molano, & Restrepo, 2011)"
149,Amanita flavorubescens,1,0,0,3,4,U,"(Garza-Ocañas, 2019; Mao, 1991; Mao, 2000; Montoya-Esquivel, 1998)"
150,Amanita franchetii,1,0,0,0,1,E1,"(Pérez-Moreno, Lorenzana-Fernández, Carrasco-Hernández, & Yescas-Pérez, 2010)"
151,Amanita fritillaria,1,1,0,0,2,E2,"(Wang, Liu, & Yu, 2004; Wu, et al., 2019)"
152,Amanita fuliginea,0,0,1,4,5,P,"(Hongo & Izawa, 1994; Mao, 2000; Wang et al., 2020; Wu, et al., 2019; Zhou et al., 2007)"
153,Amanita fulva,5,4,2,0,11,E2,"(Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Liu & Yang, 1982; Mao, 2000; Rammeloo & Walleyn, 1993; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a)"
154,Amanita garabitoana,1,0,0,0,1,E1,"(Morales, Bran, & Cáceres, 2010)"
155,Amanita gemmata,2,0,0,7,9,U,"(Chen, Yang, Bau, & Li, 2016; Kirchmair et al., 2012; Laessoe & del-Conte, 1996; Lincoff & Mitchel, 1977; Logemann, et al., 1987; Mao, 2000; Sáenz, Lizano, & Nassar, 1983; Zamora-Martinez, Reygadas, & Cifuentes, 1994)"
156,Amanita gilbertii,1,0,0,0,1,E1,"(Gerhardt, 2001)"
157,Amanita griseofarinosa,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
158,Amanita gymnopus,1,0,1,3,5,U,"(Chen, Yang, Bau, & Li, 2016; Hongo & Izawa, 1994; Mao, 2000; Seok, Jin, Kwon, Kim, & Kim, 2013; Wu, et al., 2019)"
159,Amanita hayalyuy,1,0,0,0,1,E1,"(Shepard, Arora, & Lampman, 2008)"
160,Amanita hemibapha,14,0,2,0,16,E1,"(Adhikari, 1999; Flores, 2002; Hall, Buchanan, Wang, & Cole, 1998; Hongo & Izawa, 1994; Hosaka, 2002; Mao, 2000; Park & Lee, 2011; Rammeloo & Walleyn, 1993; Sanon, Ba, & Dexheimer, 1997; Seok, Jin, Kwon, Kim, & Kim, 2013; Thoen & Ba, 1989; Vishwakarma, Bhatt, & Joshi, 2012; Wang, Liu, & Yu, 2004; Wilson, Cammack, & Shumba, 1989)"
161,Amanita hongoi,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
162,Amanita hovae,1,0,1,0,2,E1,"(Rammeloo & Walleyn, 1993; Walleyn & Rammeloo, 1994)"
163,Amanita hunanensis,1,0,0,0,1,E1,"(Wu et al., 2019)"
164,Amanita imazekii,1,0,0,0,1,E1,"(Wu et al., 2019)"
165,Amanita jacksonii,1,0,0,0,1,E1,"(Pegler, 2002)"
166,Amanita javanica,2,0,0,0,2,E1,"(Hongo & Izawa, 1994; Mao, 2000)"
167,Amanita kitamagotake,2,0,0,0,2,E1,"(Endo, et al., 2017; Wu, et al., 2019)"
168,Amanita laurae,1,0,0,0,1,E1,"(Haro-Luna, Ruan-Soto, & Guzmán-Dávalos, 2019)"
169,Amanita loosei,5,0,0,0,5,E1,"(Boa, Ngulube, Meke, & Munthali, 2000; Buyck, 1994b; Degreef, Malaisse, Rammeloo, & Baudart, 1997; Härkönen, 2002; Yorou, 2002)"
170,Amanita mafingensis,2,0,0,0,2,E1,"(Härkönen, Niemelä, & Mwasumbi, 2003; Härkönen, Saarimäki, & Mwasumbi, 1994c)"
171,Amanita magnivelaris,1,0,0,0,1,E1,"(Flores Arzú, Comandini, & Rinaldi, 2012)"
172,Amanita manginiana,2,0,0,0,2,E1,"(Mao, 2000; Wang, Liu, & Yu, 2004)"
173,Amanita masasiensis,2,0,0,0,2,E1,"(De-Kesel, Codjia, & Yorou, 2002; Härkönen, Niemelä, & Mwasumbi, 2003)"
174,Amanita merxmuelleri,1,0,0,0,1,E1,"(Furci, 2018)"
175,Amanita nivalis,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
176,Amanita novinupta,1,0,0,0,1,E1,"(Arora, 1991)"
177,Amanita ochracea,2,0,0,0,2,E1,"(Wang, Liu, & Yu, 2004; Wu, et al., 2019)"
178,Amanita ovoidea,3,0,0,2,5,E1,"(Gennari, 2000; Gerhardt, 2001; Li et al., 2019; Mao, 2000)"
179,Amanita pachycolea,3,0,0,0,3,E1,"(Arora, 1991; Mao, 2000; MycoWeb, 2020)"
180,Amanita parcivolvata,1,0,0,2,3,U,"(Hall, Stephenson, Buchanan, Wang, & Cole, 2003; Hongo & Izawa, 1994; Mao, 1991)"
181,Amanita pekeoides,1,0,0,0,1,E1,"(Estrada-Martinez, Guzman, Tovar, & Paczka, 2009)"
182,Amanita perpasta,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
183,Amanita perphaea,3,0,0,0,3,E1,"(Henkel, Aime, Chin, & Andrew, 2004; Henkel, Aime, Chin, & Andrew, 2004; Simmons, Henkel, & Bas, 2002)"
184,Amanita ponderosa,2,0,0,0,2,E1,"(Martínez, Oria-de-Rueda, & Martínez, 1997; Martins, 2004)"
185,Amanita porphyria,0,0,2,5,7,P,"(Gerhardt, 1994; Hongo & Izawa, 1994; Laessoe & del-Conte, 1996; Mao, 2000; Sergeeva, 2000; Wieland et al., 2012; Zerova & Rozhenko, 1988)"
